time,call_id,passenger_id,origin_floor,destination_floor,car_id
497.2,CALL000064,P00064,2,1,C3
498.175,CALL000065,P00065,7,1,C2
519.255,CALL000066,P00066,2,1,C2
527.37,CALL000067,P00067,6,1,C2
536.862,CALL000068,P00068,4,1,C1
543.448,CALL000069,P00069,8,1,C2
558.537,CALL000070,P00070,5,1,C3
562.312,CALL000071,P00071,3,1,C1
568.177,CALL000072,P00072,2,1,C1
569.771,CALL000073,P00073,4,1,C3
588.096,CALL000074,P00074,5,1,C3
590.513,CALL000075,P00075,3,1,C1
626.056,CALL000076,P00076,2,1,C3
628.772,CALL000077,P00077,6,1,C2
635.946,CALL000078,P00078,6,1,C3
636.192,CALL000079,P00079,7,1,C1
637.393,CALL000080,P00080,2,1,C2
643.654,CALL000081,P00081,2,1,C1
652.364,CALL000082,P00082,4,1,C2
680.58,CALL000083,P00083,2,1,C1
682.132,CALL000084,P00084,5,1,C3
682.212,CALL000085,P00085,6,1,C1
700.552,CALL000086,P00086,6,1,C2
701.505,CALL000087,P00087,4,1,C2
701.531,CALL000088,P00088,2,1,C3
703.161,CALL000089,P00089,2,1,C3
711.318,CALL000090,P00090,8,1,C1
716.484,CALL000091,P00091,3,1,C3
716.695,CALL000092,P00092,3,1,C3
731.903,CALL000093,P00093,6,1,C2
744.347,CALL000094,P00094,4,1,C2
772.658,CALL000095,P00095,3,1,C2
777.192,CALL000096,P00096,2,1,C3
786.362,CALL000097,P00097,6,1,C2
786.632,CALL000098,P00098,6,1,C2
787.88,CALL000099,P00099,7,1,C3
791.709,CALL000100,P00100,3,1,C2
793.994,CALL000101,P00101,7,1,C1
797.998,CALL000102,P00102,2,1,C3
800.594,CALL000103,P00103,4,1,C1
838.977,CALL000104,P00104,4,1,C1
860.298,CALL000105,P00105,2,1,C3
863.791,CALL000106,P00106,8,1,C3
864.133,CALL000107,P00107,3,1,C1
870.324,CALL000108,P00108,5,1,C1
878.219,CALL000109,P00109,3,1,C1
882.324,CALL000110,P00110,4,1,C3
889.978,CALL000111,P00111,7,1,C3
893.603,CALL000112,P00112,8,1,C1
894.85,CALL000113,P00113,7,1,C3
902.683,CALL000114,P00114,4,1,C3
919.958,CALL000115,P00115,7,1,C3
920.286,CALL000116,P00116,2,1,C1
930.317,CALL000117,P00117,2,1,C2
937.864,CALL000118,P00118,7,1,C3
939.758,CALL000119,P00119,8,1,C1
968.044,CALL000120,P00120,3,1,C2
974.774,CALL000121,P00121,6,1,C1
990.826,CALL000122,P00122,4,1,C2
995.909,CALL000123,P00123,3,1,C1
1019.933,CALL000124,P00124,3,1,C1
1044.338,CALL000125,P00125,4,1,C3
1048.22,CALL000126,P00126,5,1,C1
1065.692,CALL000127,P00127,6,1,C1
1067.067,CALL000128,P00128,7,1,C1
1069.631,CALL000129,P00129,6,1,C1
1077.167,CALL000130,P00130,7,1,C2
1092.553,CALL000131,P00131,4,1,C2
1118.689,CALL000132,P00132,6,1,C3
1124.251,CALL000133,P00133,7,1,C3
1132.812,CALL000134,P00134,7,1,C3
1175.728,CALL000135,P00135,2,1,C1
1189.388,CALL000136,P00136,4,1,C1
1190.209,CALL000137,P00137,5,1,C1
1195.374,CALL000138,P00138,2,1,C3
1203.939,CALL000139,P00139,7,1,C3
1204.762,CALL000140,P00140,2,1,C2
1206.448,CALL000141,P00141,4,1,C1
1207.528,CALL000142,P00142,3,1,C1
1213.272,CALL000143,P00143,5,1,C2
1232.977,CALL000144,P00144,3,1,C2
1240.887,CALL000145,P00145,5,1,C3
1245.344,CALL000146,P00146,8,1,C2
1255.767,CALL000147,P00147,7,1,C1
1263.919,CALL000148,P00148,6,1,C3
1272.361,CALL000149,P00149,6,1,C1
1286.021,CALL000150,P00150,6,1,C1
1343.954,CALL000151,P00151,7,1,C1
1391.131,CALL000152,P00152,4,1,C2
1393.188,CALL000153,P00153,8,1,C1
1407.434,CALL000154,P00154,4,1,C2
1424.81,CALL000155,P00155,4,1,C3
1426.311,CALL000156,P00156,3,1,C2
1439.608,CALL000157,P00157,7,1,C3
1481.896,CALL000158,P00158,2,1,C1
1488.788,CALL000159,P00159,7,1,C1
1509.649,CALL000160,P00160,6,1,C1
1516.633,CALL000161,P00161,6,1,C1
1518.582,CALL000162,P00162,5,1,C1
1531.578,CALL000163,P00163,2,1,C2
1532.179,CALL000164,P00164,3,1,C2
1534.794,CALL000165,P00165,4,1,C3
1540.271,CALL000166,P00166,7,1,C2
1542.159,CALL000167,P00167,4,1,C2
1542.799,CALL000168,P00168,7,1,C2
1550.161,CALL000169,P00169,4,1,C3
1561.751,CALL000170,P00170,2,1,C3
1604.322,CALL000171,P00171,2,1,C2
1611.08,CALL000172,P00172,8,1,C2
1611.385,CALL000173,P00173,2,1,C1
1618.714,CALL000174,P00174,2,1,C1
1621.501,CALL000175,P00175,2,1,C1
1622.44,CALL000176,P00176,2,1,C3
1627.535,CALL000177,P00177,2,1,C3
1627.682,CALL000178,P00178,4,1,C3
1630.289,CALL000179,P00179,3,1,C3
1631.179,CALL000180,P00180,8,1,C2
1633.261,CALL000181,P00181,4,1,C1
1637.488,CALL000182,P00182,2,1,C1
1643.242,CALL000183,P00183,5,1,C3
1656.803,CALL000184,P00184,4,1,C2
1664.672,CALL000185,P00185,2,1,C1
1678.511,CALL000186,P00186,5,1,C2
1682.578,CALL000187,P00187,8,1,C3
1685.526,CALL000188,P00188,7,1,C1
1696.597,CALL000189,P00189,6,1,C2
1703.001,CALL000190,P00190,2,1,C2
1706.289,CALL000191,P00191,7,1,C3
1706.821,CALL000192,P00192,8,1,C3
1709.236,CALL000193,P00193,2,1,C2
1714.622,CALL000194,P00194,3,1,C1
1741.429,CALL000195,P00195,4,1,C1
1758.937,CALL000196,P00196,5,1,C3
1761.441,CALL000197,P00197,8,1,C1
1774.587,CALL000198,P00198,3,1,C1
1781.554,CALL000199,P00199,2,1,C3
1789.155,CALL000200,P00200,4,1,C2
1807.292,CALL000201,P00201,4,1,C2
1812.149,CALL000202,P00202,6,1,C1
1813.062,CALL000203,P00203,6,1,C1
1817.16,CALL000204,P00204,5,1,C2
1817.262,CALL000205,P00205,7,1,C3
1823.723,CALL000206,P00206,4,1,C1
1825.487,CALL000207,P00207,3,1,C3
1830.745,CALL000208,P00208,8,1,C2
1834.577,CALL000209,P00209,4,1,C2
1837.296,CALL000210,P00210,6,1,C1
1842.224,CALL000211,P00211,4,1,C1
1844.244,CALL000212,P00212,3,1,C2
1844.269,CALL000213,P00213,4,1,C3
1846.457,CALL000214,P00214,4,1,C3
1851.315,CALL000215,P00215,2,1,C1
1861.382,CALL000216,P00216,4,1,C3
1862.826,CALL000217,P00217,3,1,C3
1872.995,CALL000218,P00218,6,1,C2
1875.728,CALL000219,P00219,2,1,C1
1879.215,CALL000220,P00220,7,1,C1
1882.075,CALL000221,P00221,8,1,C2
1890.357,CALL000222,P00222,8,1,C2
1898.717,CALL000223,P00223,8,1,C3
1904.171,CALL000224,P00224,6,1,C1
1910.633,CALL000225,P00225,3,1,C3
1917.891,CALL000226,P00226,5,1,C1
1947.834,CALL000227,P00227,6,1,C3
1957.473,CALL000228,P00228,3,1,C2
1966.076,CALL000229,P00229,4,1,C2
1966.673,CALL000230,P00230,4,1,C2
1973.541,CALL000231,P00231,2,1,C1
1974.239,CALL000232,P00232,2,1,C1
1990.815,CALL000233,P00233,2,1,C1
1997.589,CALL000234,P00234,2,1,C2
2005.113,CALL000235,P00235,6,1,C2
2012.793,CALL000236,P00236,5,1,C1
2017.72,CALL000237,P00237,2,1,C3
2021.059,CALL000238,P00238,8,1,C2
2021.476,CALL000239,P00239,3,1,C1
2023.405,CALL000240,P00240,2,1,C3
2028.086,CALL000241,P00241,3,1,C3
2035.264,CALL000242,P00242,4,1,C3
2044.27,CALL000243,P00243,6,1,C3
2045.515,CALL000244,P00244,7,1,C2
2046.995,CALL000245,P00245,4,1,C3
2048.968,CALL000246,P00246,5,1,C3
2053.289,CALL000247,P00247,7,1,C2
2053.949,CALL000248,P00248,4,1,C1
2055.151,CALL000249,P00249,6,1,C1
2060.292,CALL000250,P00250,2,1,C1
2062.748,CALL000251,P00251,6,1,C2
2065.115,CALL000252,P00252,4,1,C2
2067.099,CALL000253,P00253,3,1,C1
2109.087,CALL000254,P00254,8,1,C1
2110.297,CALL000255,P00255,8,1,C2
2125.166,CALL000256,P00256,3,1,C1
2131.457,CALL000257,P00257,2,1,C3
2141.587,CALL000258,P00258,2,1,C3
2143.613,CALL000259,P00259,4,1,C3
2147.634,CALL000260,P00260,2,1,C2
2153.649,CALL000261,P00261,8,1,C1
2177.196,CALL000262,P00262,8,1,C1
2189.381,CALL000263,P00263,3,1,C2
2207.344,CALL000264,P00264,7,1,C3
2209.041,CALL000265,P00265,3,1,C2
2211.599,CALL000266,P00266,6,1,C1
2221.892,CALL000267,P00267,5,1,C2
2223.675,CALL000268,P00268,3,1,C2
2225.201,CALL000269,P00269,3,1,C3
2229.18,CALL000270,P00270,6,1,C1
2242.875,CALL000271,P00271,5,1,C3
2248.106,CALL000272,P00272,5,1,C1
2249.475,CALL000273,P00273,2,1,C1
2251.43,CALL000274,P00274,3,1,C2
2252.236,CALL000275,P00275,2,1,C3
2271.667,CALL000276,P00276,3,1,C2
2279.596,CALL000277,P00277,3,1,C2
2281.312,CALL000278,P00278,8,1,C2
2289.912,CALL000279,P00279,7,1,C3
2297.795,CALL000280,P00280,3,1,C2
2311.412,CALL000281,P00281,4,1,C3
2315.382,CALL000282,P00282,6,1,C2
2316.989,CALL000283,P00283,5,1,C2
2326.378,CALL000284,P00284,8,1,C1
2330.278,CALL000285,P00285,2,1,C3
2333.553,CALL000286,P00286,7,1,C1
2336.487,CALL000287,P00287,3,1,C3
2346.978,CALL000288,P00288,4,1,C2
2347.114,CALL000289,P00289,3,1,C2
2348.024,CALL000290,P00290,4,1,C2
2351.74,CALL000291,P00291,5,1,C1
2359.864,CALL000292,P00292,7,1,C1
2364.161,CALL000293,P00293,6,1,C3
2372.637,CALL000294,P00294,4,1,C1
2386.703,CALL000295,P00295,3,1,C1
2396.887,CALL000296,P00296,2,1,C3
2397.649,CALL000297,P00297,5,1,C1
2414.824,CALL000298,P00298,3,1,C1
2419.137,CALL000299,P00299,7,1,C1
2429.939,CALL000300,P00300,7,1,C2
2437.966,CALL000301,P00301,4,1,C1
2448.801,CALL000302,P00302,4,1,C3
2452.056,CALL000303,P00303,4,1,C1
2456.054,CALL000304,P00304,2,1,C3
2457.857,CALL000305,P00305,3,1,C1
2477.097,CALL000306,P00306,6,1,C1
2490.862,CALL000307,P00307,5,1,C1
2494.32,CALL000308,P00308,6,1,C3
2494.366,CALL000309,P00309,7,1,C2
2494.453,CALL000310,P00310,8,1,C2
2506.108,CALL000311,P00311,3,1,C3
2514.928,CALL000312,P00312,3,1,C1
2544.783,CALL000313,P00313,2,1,C1
2550.799,CALL000314,P00314,5,1,C1
2562.395,CALL000315,P00315,8,1,C2
2562.59,CALL000316,P00316,3,1,C2
2572.287,CALL000317,P00317,4,1,C1
2594.052,CALL000318,P00318,4,1,C1
2595.091,CALL000319,P00319,8,1,C2
2598.417,CALL000320,P00320,4,1,C1
2607.205,CALL000321,P00321,2,1,C2
2612.497,CALL000322,P00322,4,1,C3
2617.515,CALL000323,P00323,8,1,C1
2621.873,CALL000324,P00324,2,1,C3
2622.953,CALL000325,P00325,7,1,C2
2625.702,CALL000326,P00326,4,1,C3
2636.246,CALL000327,P00327,8,1,C3
2638.251,CALL000328,P00328,4,1,C3
2647.039,CALL000329,P00329,8,1,C3
2648.468,CALL000330,P00330,2,1,C2
2649.491,CALL000331,P00331,7,1,C1
2651.597,CALL000332,P00332,8,1,C1
2652.167,CALL000333,P00333,7,1,C1
2657.954,CALL000334,P00334,6,1,C3
2661.788,CALL000335,P00335,4,1,C2
2675.812,CALL000336,P00336,8,1,C1
2693.729,CALL000337,P00337,5,1,C2
2702.293,CALL000338,P00338,5,1,C1
2713.275,CALL000339,P00339,8,1,C3
2713.877,CALL000340,P00340,4,1,C2
2715.486,CALL000341,P00341,8,1,C1
2720.477,CALL000342,P00342,2,1,C3
2733.147,CALL000343,P00343,6,1,C1
2733.907,CALL000344,P00344,7,1,C1
2741.426,CALL000345,P00345,4,1,C2
2748.611,CALL000346,P00346,6,1,C3
2758.87,CALL000347,P00347,3,1,C3
2760.097,CALL000348,P00348,7,1,C3
2766.188,CALL000349,P00349,2,1,C2
2767.04,CALL000350,P00350,4,1,C2
2769.247,CALL000351,P00351,3,1,C1
2772.512,CALL000352,P00352,5,1,C1
2775.171,CALL000353,P00353,8,1,C1
2778.098,CALL000354,P00354,6,1,C3
2779.506,CALL000355,P00355,5,1,C2
2782.152,CALL000356,P00356,6,1,C3
2795.418,CALL000357,P00357,5,1,C2
2803.301,CALL000358,P00358,4,1,C2
2839.221,CALL000359,P00359,6,1,C1
2840.591,CALL000360,P00360,7,1,C1
2849.277,CALL000361,P00361,6,1,C2
2853.083,CALL000362,P00362,3,1,C2
2853.705,CALL000363,P00363,2,1,C3
2875.816,CALL000364,P00364,8,1,C3
2879.168,CALL000365,P00365,2,1,C2
2902.141,CALL000366,P00366,5,1,C3
2936.314,CALL000367,P00367,6,1,C3
2953.117,CALL000368,P00368,8,1,C1
2959.59,CALL000369,P00369,6,1,C2
2964.806,CALL000370,P00370,6,1,C3
2968.327,CALL000371,P00371,5,1,C3
2969.629,CALL000372,P00372,7,1,C3
2975.743,CALL000373,P00373,5,1,C2
2986.521,CALL000374,P00374,5,1,C3
2991.206,CALL000375,P00375,4,1,C3
2998.231,CALL000376,P00376,3,1,C1
3005.29,CALL000377,P00377,7,1,C2
3007.027,CALL000378,P00378,2,1,C1
3033.298,CALL000379,P00379,6,1,C1
3039.39,CALL000380,P00380,8,1,C3
3040.202,CALL000381,P00381,2,1,C3
3042.709,CALL000382,P00382,4,1,C3
3046.4,CALL000383,P00383,2,1,C2
3048.871,CALL000384,P00384,6,1,C1
3050.647,CALL000385,P00385,5,1,C1
3052.296,CALL000386,P00386,2,1,C2
3076.317,CALL000387,P00387,3,1,C1
3084.391,CALL000388,P00388,2,1,C3
3099.513,CALL000389,P00389,2,1,C2
3109.285,CALL000390,P00390,4,1,C2
3120.099,CALL000391,P00391,5,1,C1
3127.266,CALL000392,P00392,5,1,C2
3131.963,CALL000393,P00393,2,1,C3
3142.36,CALL000394,P00394,5,1,C1
3150.078,CALL000395,P00395,6,1,C2
3156.668,CALL000396,P00396,7,1,C2
3163.662,CALL000397,P00397,6,1,C1
3170.26,CALL000398,P00398,8,1,C2
3180.981,CALL000399,P00399,8,1,C2
3183.711,CALL000400,P00400,3,1,C3
3187.918,CALL000401,P00401,6,1,C1
3188.089,CALL000402,P00402,8,1,C1
3198.433,CALL000403,P00403,8,1,C3
3205.804,CALL000404,P00404,6,1,C2
3216.288,CALL000405,P00405,8,1,C1
3233.066,CALL000406,P00406,5,1,C2
3242.49,CALL000407,P00407,5,1,C3
3247.818,CALL000408,P00408,8,1,C3
3249.171,CALL000409,P00409,4,1,C1
3274.952,CALL000410,P00410,6,1,C3
3290.702,CALL000411,P00411,3,1,C3
3290.747,CALL000412,P00412,8,1,C1
3295.424,CALL000413,P00413,8,1,C2
3299.158,CALL000414,P00414,4,1,C2
3307.783,CALL000415,P00415,6,1,C1
3309.113,CALL000416,P00416,7,1,C2
3310.314,CALL000417,P00417,5,1,C1
3312.642,CALL000418,P00418,8,1,C1
3317.38,CALL000419,P00419,4,1,C1
3321.064,CALL000420,P00420,7,1,C1
3344.295,CALL000421,P00421,5,1,C1
3365.411,CALL000422,P00422,6,1,C1
3377.567,CALL000423,P00423,5,1,C3
3377.584,CALL000424,P00424,3,1,C3
3385.751,CALL000425,P00425,4,1,C1
3399.596,CALL000426,P00426,6,1,C2
3402.523,CALL000427,P00427,5,1,C3
3417.655,CALL000428,P00428,7,1,C2
3422.181,CALL000429,P00429,8,1,C2
3424.081,CALL000430,P00430,7,1,C3
3449.333,CALL000431,P00431,3,1,C1
3457.358,CALL000432,P00432,5,1,C1
3470.198,CALL000433,P00433,3,1,C1
3494.761,CALL000434,P00434,8,1,C1
3507.63,CALL000435,P00435,2,1,C2
3513.264,CALL000436,P00436,5,1,C2
3519.315,CALL000437,P00437,2,1,C3
3521.833,CALL000438,P00438,5,1,C1
3527.403,CALL000439,P00439,7,1,C1
3536.087,CALL000440,P00440,3,1,C2
3549.138,CALL000441,P00441,5,1,C1
3560.647,CALL000442,P00442,2,1,C3
3563.414,CALL000443,P00443,6,1,C2
3586.744,CALL000444,P00444,6,1,C1
3586.967,CALL000445,P00445,5,1,C2
3592.614,CALL000446,P00446,4,1,C2
3597.697,CALL000447,P00447,6,1,C3
3597.861,CALL000448,P00448,8,1,C3
3598.88,CALL000449,P00449,2,1,C1
3615.187,CALL000450,P00450,5,1,C3
3618.851,CALL000451,P00451,3,1,C1
3619.067,CALL000452,P00452,4,1,C3
3622.748,CALL000453,P00453,5,1,C2
3645.714,CALL000454,P00454,2,1,C2
3652.853,CALL000455,P00455,6,1,C1
3655.655,CALL000456,P00456,6,1,C3
3660.055,CALL000457,P00457,8,1,C2
3664.96,CALL000458,P00458,7,1,C1
3683.25,CALL000459,P00459,6,1,C3
3686.128,CALL000460,P00460,6,1,C3
3694.128,CALL000461,P00461,3,1,C1
3704.945,CALL000462,P00462,3,1,C3
3706.284,CALL000463,P00463,2,1,C1
3708.042,CALL000464,P00464,5,1,C3
3724.406,CALL000465,P00465,7,1,C2
3725.2,CALL000466,P00466,8,1,C1
3734.07,CALL000467,P00467,7,1,C1
3754.579,CALL000468,P00468,3,1,C3
3759.11,CALL000469,P00469,5,1,C3
3763.047,CALL000470,P00470,2,1,C2
3768.733,CALL000471,P00471,2,1,C2
3770.283,CALL000472,P00472,8,1,C1
3795.543,CALL000473,P00473,6,1,C1
3802.429,CALL000474,P00474,6,1,C1
3805.003,CALL000475,P00475,6,1,C1
3820.449,CALL000476,P00476,5,1,C1
3821.319,CALL000477,P00477,7,1,C1
3839.709,CALL000478,P00478,5,1,C2
3863.129,CALL000479,P00479,5,1,C2
3882.444,CALL000480,P00480,5,1,C2
3896.681,CALL000481,P00481,5,1,C2
